video_id,nepali_captions,english_captions
8yoUaH6wGLs_22_30 ,कारले मोटरसाइकललाई ठक्कर दियो,a car hits a motorcyclist
8yoUaH6wGLs_22_30 ,एउटा कार मोटरसाइकलमा ठोक्किएको छ,a car is crashing into a motorcycle
8yoUaH6wGLs_22_30 ,एउटा कारले बाइकलाई ठक्कर दिइरहेको छ,a car is hitting the bike
8yoUaH6wGLs_22_30 ,तीव्र गतिमा मोटरसाइकल चलाउने एक व्यक्ति राजमार्गमा कारसँग दुर्घटनामा परे,a man driving a motorbike fastly met an accident with a car on the highway
8yoUaH6wGLs_22_30 ,एक मानिस कार चलाउँदै छ,a man is driving car
8yoUaH6wGLs_22_30 ,मोटरसाइकल चालकलाई कारले ठक्कर दियो,a motor bike rider hitted by a car
8yoUaH6wGLs_22_30 ,कारसँग मोटरसाइकल ठोक्कियो,a motorcycle crashed with the car
8yoUaH6wGLs_22_30 ,मोटरसाइकल सवार व्यक्तिलाई कारले ठक्कर दिएर भुइँमा फ्याँकिएको छ,a person riding a motorcycle is being hit by a car and thrown to the ground
8yoUaH6wGLs_22_30 ,तीव्र गतिमा रहेको मोटरसाइकल बाटो काट्दै गरेको कारमा ठोक्कियो,a speeding motorbike crashes into a car crossing its path
8yoUaH6wGLs_22_30 ,अचानक दुर्घटना,a sudden crash
8yoUaH6wGLs_22_30 ,कोही गाडी चलाउँदै बाइकमा आएका पुरुषलाई हानिरहेका छन्,somebody driving a car is dashing a men coming in bike
8yoUaH6wGLs_22_30 ,व्यक्ति दुर्घटना भयो,the person got the accident
8yoUaH6wGLs_22_30 ,व्यक्ति कार दुर्घटना हो,the person is crash the car
8yoUaH6wGLs_22_30 ,सडकमा मोटरसाइकल र कार दुर्घटना,bike and car accident on the road
8yuPGwxwdPs_1_10 ,एक जवान मानिसले क्रिसमस कार्ड देखाउँदै र कुरा गरिरहेको छ जसमा रूखमा चलिरहेको गहना छ जब मानिसले कार्ड हेरफेर गर्दछ,a young man is showing and talking about a christmas card that has a moving ornament on a tree when the man manipulates the card
8yuPGwxwdPs_1_10 ,एक व्यक्तिले क्रिसमस कार्डलाई अगाडि र पछाडि हिलाइरहेको छ,a person is rocking a christmas card back and forth
8yuPGwxwdPs_1_10 ,एक मानिस क्रिसमस कार्डमा आईफोन देखाउँदै छ,a man is displaying an iphone in a christmas card
8yuPGwxwdPs_1_10 ,एक मानिसले क्रिसमस कार्ड समातिरहेको छ,a man is holding a christmas card
8yuPGwxwdPs_1_10 ,कसैले क्रिसमस कार्डमा आइपड जोड्छ,someone attaches an ipod to a christmas card
8yuPGwxwdPs_1_10 ,एक व्यक्तिले ग्रीटिंग कार्ड समातिरहेको छ जसको अगाडि स्मार्टफोन जोडिएको छ,a person is holding a greeting card that has a smartphone attached to the front
8yuPGwxwdPs_1_10 ,एक मानिस क्रिसमस कार्ड देखाउँदै छ,a man is showing a christmas card
8yuPGwxwdPs_1_10 ,एक व्यक्ति कार्ड देखाउँदै छ,a person is displaying a card
8yuPGwxwdPs_1_10 ,एक मानिस क्रिसमस कार्ड देखाउँदै छ,a man is showing a christmas card
8yuPGwxwdPs_1_10 ,एक मानिस क्रिसमस कार्ड देखाउँदै छ,a man is displaying a christmas card
8yuPGwxwdPs_1_10 ,एक मानिस आईफोनको साथ क्रिसमस कार्ड देखाउँदै छ,a man is showing off a christmas card with iphone
8yuPGwxwdPs_1_10 ,मानिसले चलिरहेको तस्विरको साथ क्रिसमस कार्डलाई हेरे,the man looked at the christmas card with the moving picture
8yuPGwxwdPs_1_10 ,व्यक्तिले क्रिसमस कार्डको रूपमा आईफोन राख्यो,the person put an iphone as a christmas card
8yuPGwxwdPs_1_10 ,एक मानिस एनिमेटेड क्रिसमस कार्ड हल्लाउँदै छ,a man is rocking an animated christmas card
8yuPGwxwdPs_1_10 ,एक व्यक्तिले डिजिटल ग्रीटिंग कार्ड कभरको रूपमा आईफोन प्रयोग गर्दछ,a man uses an iphone as a digital gretting card cover
8yuPGwxwdPs_1_10 ,एक जना मानिस अभिवादन कार्ड देखाउँदै छ,a man is demonstrating a greeting card
8yuPGwxwdPs_1_10 ,मानिसले चलिरहेको तस्विरको साथ क्रिसमस कार्ड खोल्यो,the man opened the christmas card with the moving picture
8yuPGwxwdPs_1_10 ,उसले केहि गरिरहेको छ,she is doing the something
8yuPGwxwdPs_1_10 ,एक जना मानिस अभिवादन कार्ड हेर्दै छ,a man is seeing the greeting card
8yuPGwxwdPs_1_10 ,कसैले आईफोन क्रिसमस कार्ड बनाउँछ,someone makes an iphone christmas card
8yuPGwxwdPs_1_10 ,एक मान्छे कार्ड खोल्दै छ,a man is open a card
8yuPGwxwdPs_1_10 ,एक मानिसले क्रिसमस कार्ड समातिरहेको छ,a man is holding a christmas card
8yuPGwxwdPs_1_10 ,केटाले संसारको सबैभन्दा महँगो क्रिसमस कार्ड देखाउँछ र यो धेरै सुन्दर छ,the boy show the worlds most expensive christmas card and it is very beautifull
8yuPGwxwdPs_1_10 ,एक व्यक्तिले आईफोनको साथ क्रिसमस कार्ड देखाउँदै छ,a man is showing a christmas card with an iphone
8yuPGwxwdPs_1_10 ,एक मानिस धेरै महँगो क्रिसमस कार्ड देखाउँदै,a man showing very expensive christmas card
8yuPGwxwdPs_1_10 ,केटाले क्रिसमस कार्डमा तस्विर बनायो,the boy made the picture in the christmas card move
8yuPGwxwdPs_1_10 ,एक व्यक्तिले सबैभन्दा महँगो क्रिसमस कार्डहरू तयार गरे,a person prepared the most expensive christmas cards
8yuPGwxwdPs_1_10 ,मानिसले क्रिसमस कार्डमा आईफोन राख्यो,the man put an iphone in the christmas card
8z-XGiU1KN4_9_17 ,युवाहरु को एक समूह नृत्य आन्दोलन को अभ्यास गर्दै छन्,a group of young people are rehearsing dance movements
8z-XGiU1KN4_9_17 ,महिलाहरु स्टेजमा नाचिरहेका छन्,women are dancing on stage
8z-XGiU1KN4_9_17 ,महिलाहरु स्टेजमा नाचिरहेका छन्,women are dancing on stage
8z-XGiU1KN4_9_17 ,एक नृत्य समूह अभ्यास गर्दैछ,a dance troupe is practicing
8z-XGiU1KN4_9_17 ,मानिसहरू स्टेजमा नाचिरहेका छन्,people are dancing on a stage
8z-XGiU1KN4_9_17 ,मानिसहरूको एक समूह नृत्य रिहर्सल गर्दैछ,a group of people are rehearsing a dance
8z-XGiU1KN4_9_17 ,महिलाहरु स्टेजमा नाचिरहेका छन्,women are dancing on stage
8z-XGiU1KN4_9_17 ,स्टेजमा धेरै युवाहरु नाचिरहेका छन्,several young people are dancing on a stage
8z-XGiU1KN4_9_17 ,मानिसहरू स्टेजमा नाचिरहेका छन्,people are dancing on a stage
8z-XGiU1KN4_9_17 ,केही मानिसहरू नाचिरहेका छन्,some people are dancing
8z-XGiU1KN4_9_17 ,मानिसहरू स्टेजमा नाचिरहेका छन्,people are dancing on stage
8z-XGiU1KN4_9_17 ,स्टेजमा धेरै मानिसहरु नाचिरहेका छन्,several people are dancing on stage
8z-XGiU1KN4_9_17 ,केटाकेटीहरूले सँगै आफ्नो दिनचर्या अभ्यास गरे,the kids practiced their routine together
8z-XGiU1KN4_9_17 ,मानिसहरू नाचिरहेका छन्,the people are dancing
8z-XGiU1KN4_9_17 ,धेरै मानिसहरू नाच्छन्,many people dance
8z-XGiU1KN4_9_17 ,केटाकेटीहरूले आफ्नो अभिनयको अभ्यास गरे,the kids rehearsed their act
8z-XGiU1KN4_9_17 ,केटा र केटीहरू नाचिरहेका छन्,the boys and girls is dancing
8z-XGiU1KN4_9_17 ,नृत्य रिहर्सल भइरहेको छ,dance rehearsal is being done
8z-XGiU1KN4_9_17 ,महिलाहरु स्टेजमा नाचिरहेका छन्,women are dancing on stage
8z-XGiU1KN4_9_17 ,मानिसहरूको एक समूह स्टेजमा नाचिरहेको छ,a group of people are dancing on a stage
8z-XGiU1KN4_9_17 ,अभिनेत्री राखी सावन्त सिनेमा अवार्ड 2010 को लागि रिहर्सल गरिरहेकी छिन् र उनी धेरै राम्रो नृत्य गर्छिन् उनी भारतको प्रसिद्ध अभिनेता हुन्,the actor rakhi sawant doing rehersal for cinema award 2010 and she dance very wellshe is famous actor of the india
8z-XGiU1KN4_9_17 ,जोडीहरू नाचिरहेका छन्,the couples are dancing
8z-XGiU1KN4_9_17 ,स्टेजमा धेरै मानिसहरु नाचिरहेका छन्,several people are dancing on stage
8z-XGiU1KN4_9_17 ,उहाँ यति महान ईश्वरीय खुट्टा हुनुहुन्छ जुन उहाँ यी मानिसहरूमा बस्नुहुन्थ्यो,she is so great divine feet which she rests on these people are so wonderful
8z-XGiU1KN4_9_17 ,नर्तकहरू आफ्नो दिनचर्या रिहर्सल गरिरहेका छन्,dancers are rehearsing their routine
8z-XGiU1KN4_9_17 ,कुनै प्रकारको पुरस्कार कार्यक्रममा नृत्य कार्यक्रमको छोटो क्लिप,a short clip of a dance show in some kind of award show
8z-XGiU1KN4_9_17 ,मानिसहरू नाचिरहेका छन्,the people are dancing
8z-XGiU1KN4_9_17 ,केटीहरूको समूह नाचिरहेका छन्,group of girls are dancing
8z-XGiU1KN4_9_17 ,एक केटी नाच्दै,a girl dancing
93n_oYVCLpk_9_12 ,एक जवान केटाले आफ्नो अनुहार र लुगामा हिलो पानी छर्क्छ र उठ्छ र एक जवान केटीलाई हेर्छ,a young boy splashes muddy water on his face and clothes and gets up and looks sheepishly at a young girl
93n_oYVCLpk_9_12 ,एउटा केटाले माटोलाई थप्पड हानेको छ,a boy slaps the mud
93n_oYVCLpk_9_12 ,एउटा केटाले माटो हानेको छ,a boy punches mud
93n_oYVCLpk_9_12 ,एउटा केटा हिलोमा हाम फाल्दै छ,a boy is jumping in the mud
93n_oYVCLpk_9_12 ,एउटा सानो केटा हिलोमा वरिपरि छर्किरहेको छ,a little boy is splashing around in the mud
93n_oYVCLpk_9_12 ,एउटा सानो केटाले माटो छर्किरहेको छ,a little boy is splashing mud
93n_oYVCLpk_9_12 ,एउटा केटा माटोमा खेलिरहेको छ,a boy is playing in mud
93n_oYVCLpk_9_12 ,एक क्रोधित केटा माटो छर्किरहेको छ,an angry boy is splashing mud
93n_oYVCLpk_9_12 ,एउटा केटा हिलोमा खेलिरहेको छ,a boy is playing in the mud
93n_oYVCLpk_9_12 ,एउटा बच्चा माटोमा खेलिरहेको छ,a kid is playing in dirt
93n_oYVCLpk_9_12 ,एउटा केटा हिलोमा हिर्किरहेको छ,a boy is hitting the mud
93n_oYVCLpk_9_12 ,एउटा सानो केटाले बारम्बार एउटा ढिलो जमिनमा मुक्का ठोक्छ र त्यसपछि खडा हुन्छ,a small boy repeatedly punches a slushy ground and then stands up
93n_oYVCLpk_9_12 ,सानो केटाले आफ्नो मुट्ठी माटोमा हान्यो र फोहोर भयो,the little boy pounded his fist in the dirt and got dirty
93n_oYVCLpk_9_12 ,केटा हिलोमा खेलिरहेको छ,the boy is playing in the mud
93n_oYVCLpk_9_12 ,एउटा केटा हिलोमा खेलिरहेको छ,a boy plays in the mud
93n_oYVCLpk_9_12 ,केटाले आफैंमा माटो हान्यो,the boy slapped the mud on himself
93n_oYVCLpk_9_12 ,फोहोर हिलो पानीमा आफ्नो रिस देखाउँदै एक बच्चा,a kid showing his anger in dirty muddy water
93n_oYVCLpk_9_12 ,एक केटा र केटी फोहोर पानी खेल्दै छन्,a boy and girl are playing dirty water
93n_oYVCLpk_9_12 ,एउटा सानो केटा हिलोमा खेलिरहेको छ,a little boy is playing in the mud
93n_oYVCLpk_9_12 ,हिलोमा लडिरहेको केटा,a boy falling in the mud
93n_oYVCLpk_9_12 ,एउटा सानो केटा माटोमा खेल्दै,a small boy playing in the mud
93n_oYVCLpk_9_12 ,बच्चाहरु खेल्दै छन्,the baby s are playing
93n_oYVCLpk_9_12 ,एउटा केटाले माटोमा हान्यो,a boy hits the mud
93n_oYVCLpk_9_12 ,केटा र केटी पानी खेल्दै छन्,the boy and girl is playing the water
93n_oYVCLpk_9_12 ,मानिसले आफैंमा फोहोर थप्पड लगाए,the man slapped dirt onto himself
93n_oYVCLpk_9_12 ,प्यारी केटी र प्यारो केटा,cute girl and cute boy
93n_oYVCLpk_9_12 ,एउटा केटा भिजेको माटोको जमिनमा हिर्किरहेको छ,a boy is hitting the ground of wet mud
953PkxFNiko_82_85 ,बाङ्गो दाँत भएको मान्छे बोल्छ,a man close up with crooked teeth speaks
953PkxFNiko_82_85 ,एक जना मानिसले आफ्नो अनुहार साँच्चै नजिक ल्याउँछ र भन्छ,a man brings his face really close and says
953PkxFNiko_82_85 ,एकजना मानिसको अनुहार क्यामेराको नजिक छ र ऊ बोलिरहेको छ,a man has his face close to the camera and he s speaking
953PkxFNiko_82_85 ,टोपी लगाएको मान्छेले गीत गाउँछ,a man in a hat sings a song
953PkxFNiko_82_85 ,एउटा मान्छे गाउँदै छ,a man is singing
953PkxFNiko_82_85 ,एक मानिस थुकिरहेको छ,a man is spitting
953PkxFNiko_82_85 ,एक मानिस थुकिरहेको छ,a man is spitting
953PkxFNiko_82_85 ,एक मानिस थुकिरहेको छ,a man is spitting
953PkxFNiko_82_85 ,एक मानिस थुकिरहेको छ,a man is spitting
953PkxFNiko_82_85 ,एक मानिस थुकिरहेको छ,a man is spitting
953PkxFNiko_82_85 ,एक मानिस बोल्दै छ,a man is talking
953PkxFNiko_82_85 ,एउटा मान्छेले चुरोट थुक्यो,a man spit out tobacco
953PkxFNiko_82_85 ,मान्छे थुक्छ र बोल्छ,a man spits and speaks
953PkxFNiko_82_85 ,मानिसले आफ्नो मुखबाट केही थुक्छ,a man spits something from his mouth
953PkxFNiko_82_85 ,एक मानिस छेउमा थुक्छ,a man spits to the side
953PkxFNiko_82_85 ,एक मानिस सुर्तीको रस थुक्छ,a man spits tobacco juice
953PkxFNiko_82_85 ,बाङ्गो दाँत भएको मानिस बोल्छ,a man with crooked teeth speaks
953PkxFNiko_82_85 ,मानिसले आफ्नो चुरोट थुक्यो,the man spit out his tobacco
953PkxFNiko_82_85 ,मानिसले थुक्यो,the man spit
953PkxFNiko_82_85 ,एउटा मानिसले आफ्नो नाम माटो बताइरहेको छ,a man is telling his name mud
953PkxFNiko_82_85 ,एउटा मान्छे थुक्छ र भन्छ मेरो नाम माटो हो,a man spits and says my name is mud
953PkxFNiko_82_85 ,माइ नेम इज मड नामक प्राइमसको म्युजिक भिडियो,a music video by primus called my name is mud
953PkxFNiko_82_85 ,एक व्यक्ति बोल्दै,a person talking
953PkxFNiko_82_85 ,एकजना मानिसले मेरो नाम माटो हो भनेर,one man saying that my name is mud
953PkxFNiko_82_85 ,थुक्ने मान्छे,a guy that spits
953PkxFNiko_82_85 ,टोपी लगाएको मान्छे थुकिरहेको छ,a man in a cap is spitting
953PkxFNiko_82_85 ,जंगल मा एक मान्छे,a man in a forest
953PkxFNiko_82_85 ,एउटा मान्छे गीत गाउँदै छ,a man is singing a song
953PkxFNiko_82_85 ,एक मानिस विभाजित छ,a man is spliting
953PkxFNiko_82_85 ,एउटा मानिस जंगलमा उभिरहेको छ,a man is standing in the forest
953PkxFNiko_82_85 ,एउटा मान्छे उभिएको छ,a man is standing
953PkxFNiko_82_85 ,बोलिरहेको मान्छेले क्यामेराको अगाडि कसैलाई डराएको जस्तो देखिन्छ,a man speaking seems to be scaring someone infront of a camera
953PkxFNiko_82_85 ,एक मान्छे थुक्छ,a man spits
953PkxFNiko_82_85 ,त्यहाँ रूख मुनि स्टेज संग एक ब्यान्ड को एक संगीत भिडियो,a music video of a band with there stage under a tree
953PkxFNiko_82_85 ,मान्छे थुक्दै,man spitting
953PkxFNiko_82_85 ,मान्छेले नाम माटो हो भन्दै थियो,the man was telling name is mud
953PkxFNiko_82_85 ,थोरै मानिसहरू संगीत बजाउँछन्,few people are playing music
97JhYpoWxzY_0_4 ,एउटा बच्चा डिलको अचार काटेर आँखा बन्द गरेर र टाउको हल्लाएर अनुहार बनाउँछ,a baby takes a bite off a dill pickle and makes a face by closing her eyes and shaking her head
97JhYpoWxzY_0_4 ,बच्चा खाइरहेको छ,a baby is eating
97JhYpoWxzY_0_4 ,बच्चा खाइरहेको छ,a baby is eating
97JhYpoWxzY_0_4 ,बच्चा खाइरहेको छ,a baby is eating
97JhYpoWxzY_0_4 ,एउटा बच्चा अचार खाँदै रमाईलो अनुहार बनाउँदै छ,a baby is eating a pickle and making a funny face
97JhYpoWxzY_0_4 ,बच्चा केहि खाइरहेको छ,a baby is eating something
97JhYpoWxzY_0_4 ,एउटा बच्चाले अचार खाइरहेको छ,a baby is eating a pickle
97JhYpoWxzY_0_4 ,एउटा बच्चाले अचार खाइरहेको छ,a baby is eating a pickle
97JhYpoWxzY_0_4 ,एउटा बच्चाले अचार खाइरहेको छ,a baby is eating a pickle
97JhYpoWxzY_0_4 ,एउटा बच्चा फल खाइरहेको छ,a baby is eating fruit
97JhYpoWxzY_0_4 ,अचारमा टोक्दा बच्चाले अनुहार बनायो,the baby made a face when she bit into the pickle
97JhYpoWxzY_0_4 ,बच्चाले अमिलो फल खाइरहेको छ,the baby is eating a sour fruit
97JhYpoWxzY_0_4 ,एक बच्चा आफ्नो खानाबाट घृणा गर्दछ,a baby is disgusted by his food
97JhYpoWxzY_0_4 ,बच्चाले अचारको टुक्रा लियो र आफ्नो अनुहारमा झुर्र्यो,the baby took a bite of pickle and wrinkled up her face
97JhYpoWxzY_0_4 ,बच्चा खाइरहेको छ,the baby is eating
97JhYpoWxzY_0_4 ,एउटा बच्चाले अचार खाइरहेको छ,a baby is eating a pickle
97JhYpoWxzY_0_4 ,बच्चा खाइरहेको छ,a baby is eating
97JhYpoWxzY_0_4 ,बच्चाले पहेंलो कुरा खान्छ र मन पर्दैन,a baby eats something yellow and does not like it
97JhYpoWxzY_0_4 ,एउटा बच्चाले अचार खाइरहेको छ,a baby is eating a pickle
97JhYpoWxzY_0_4 ,एउटा बच्चाले फलको टुक्रा खाइरहेको छ,a baby is eating a sour piece of fruit
97JhYpoWxzY_0_4 ,बच्चा खाना खाइरहेको छ,a baby is eating food
97JhYpoWxzY_0_4 ,एउटा सानो केटा खाँदै,a small boy eating
97JhYpoWxzY_0_4 ,एउटा बच्चाले मन नपरेको पहेंलो खाना खाइरहेको छ,a baby is eating a yellow piece of food he does nt like
97JhYpoWxzY_0_4 ,एउटा बच्चाले विभिन्न तरिकाले खानेकुरा खाइरहेको छ,a kid is eating somekind of eatable in diffrent manner
97JhYpoWxzY_0_4 ,अचार खाँदा बच्चाको अनुहार अमिलो भयो,the baby made a sour face when he ate a pickle
97JhYpoWxzY_0_4 ,बच्चा एक हास्यास्पद अनुहार बनाउँछ,a baby make a funny face
97JhYpoWxzY_0_4 ,एउटा बच्चा खेलिरहेको छ,a baby is playing
97JhYpoWxzY_0_4 ,बच्चाले अमिलो फल खाइरहेको छ,the baby is eating a sour fruit
97JhYpoWxzY_0_4 ,बच्चा केहि खाइरहेको छ,a baby is eating something
97JhYpoWxzY_0_4 ,बच्चाले अचार खान्छ,a baby eats a pickle
98Alrg4pFXs_148_153 ,गोल घर शैली गर्दै दुई पुरुष एक अर्का विरुद्ध लात,two men doing round house style kicks against each other
98Alrg4pFXs_148_153 ,दुई पुरुषले किक बक्समा हाने,the two men kick boxed
98Alrg4pFXs_148_153 ,दुई पुरुष किक बक्सिङ गर्दै थिए,the two men were kick boxing
98Alrg4pFXs_148_153 ,टोल पुरुषहरू आपसमा लडिरहेका छन्,tow men are fighting with each other
98Alrg4pFXs_148_153 ,दुई काला मानिस किक बक्सिङ गर्दै छन्,two black men are kick boxing
98Alrg4pFXs_148_153 ,दुई केटा कुंगफु स्प्यारिङ,two boys kungfu sparring
98Alrg4pFXs_148_153 ,दुई पुरुष कराते शैलीमा लडिरहेका छन्,two men are fighting in karate style
98Alrg4pFXs_148_153 ,दुई पुरुष किकबक्सिङ चालहरू गर्दै एक अर्कासँग लडिरहेका छन्,two men are fighting with each other doing kick boxing moves
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are fighting
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are fighting
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are fighting
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are fighting
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are fighting
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are fighting
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are fighting
98Alrg4pFXs_148_153 ,मार्शल आर्ट चालहरू प्रयोग गरेर दुई पुरुषहरू आपसमा लड्छन्,two men fight each other using martial arts moves
98Alrg4pFXs_148_153 ,दुई पुरुष झगडा,two men fight
98Alrg4pFXs_148_153 ,दुई मान्छे आपसमा लडिरहेका छन्,two peoples are fighting each other
98Alrg4pFXs_148_153 ,दुई पुरुष किक बक्सिङ गर्दै छन्,two men are kick boxing
98Alrg4pFXs_148_153 ,एक मानिस जसले केहि प्रदर्शन गरिरहेको छ,a men who is preforming something
98Alrg4pFXs_148_153 ,दुई पुरुष आपसमा लडिरहेका छन्,the two men are fighting each other
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are fighting
98Alrg4pFXs_148_153 ,दुई पुरुष कराटे किक प्रयोग गरेर लडिरहेका छन्,twp men are fighting using karate kicks
98Alrg4pFXs_148_153 ,दुई पुरुष झगडा,two men fight
98Alrg4pFXs_148_153 ,दुई पुरुष कराटे चाल संग लडिरहेका छन्,two men are fighting with karate moves
98Alrg4pFXs_148_153 ,दुई केटाहरू आपसमा झगडा गर्दै,two boys fighting with each other
98Alrg4pFXs_148_153 ,कराते प्रदर्शन गर्दै दुई पुरुष,two men performing karate
98Alrg4pFXs_148_153 ,कराटे अभ्यास गर्दै दुई व्यक्ति,two persons practicing the karate
98Alrg4pFXs_148_153 ,एक केटा विडंबनापूर्ण देखिन्छ,a guy is looking ironic
98Alrg4pFXs_148_153 ,दुई पुरुष आपसमा लडिरहेका थिए,two men were fighting each other
98Alrg4pFXs_148_153 ,दुई पुरुष किकबक्सिङ गर्दै छन्,two men are kickboxing
98Alrg4pFXs_148_153 ,दुई पुरुष किकबक्सिङ गर्दै छन्,two men are kickboxing
98Alrg4pFXs_148_153 ,दुई पुरुष किकबक्सिङ गर्दै छन्,two men are kickboxing
98Alrg4pFXs_148_153 ,दुई काला पुरुषहरू झगडा गर्दै,two black mens fighting
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are fighting
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are fighting
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are fighting
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are fighting
98Alrg4pFXs_148_153 ,दुई केटाहरू आपसमा लडिरहेका छन्,two boys are fighting with each other
98Alrg4pFXs_148_153 ,दुई पुरुष एक अर्कामा कराते चालहरू प्रदर्शन गर्छन्,two men perform karate moves on each other
98Alrg4pFXs_148_153 ,दुई केटा लडिरहेका छन्,two boys are fighting
98Alrg4pFXs_148_153 ,कार्य संग लडिरहेका दुई मान्छे,two man fighting with action
98Alrg4pFXs_148_153 ,पुरुषहरु लडिरहेका छन्,the men are fighting
98Alrg4pFXs_148_153 ,प्राविधिक कुकुरहरू र मानिसहरू एकअर्कालाई लात मार्ने टोशो क्लिपहरू,tosho clips of techno dogs and people kicking each other
98Alrg4pFXs_148_153 ,निर्देशक तस्विर खिच्छन्,a director shoot the picture shot
98Alrg4pFXs_148_153 ,दुई पुरुष किक बक्समा,two men kick boxed
98Alrg4pFXs_148_153 ,दुई पुरुष लडिरहेका छन्,two men are play fighting
98Alrg4pFXs_148_153 ,पुरुषहरु लडाई मा छन्,the men are in a fight
98Alrg4pFXs_148_153 ,दुई पुरुष मार्शल आर्ट लडिरहेका छन्,two men are martial arts fighting
98Alrg4pFXs_148_153 ,दुई पुरुष एकअर्कालाई मुक्का र लात हाने,two men are punching and kicking each other
98Alrg4pFXs_148_153 ,दुई पुरुष किक बक्समा,two men kick boxed
98shpdib9sg_55_62 ,एउटा केटा आफ्नो काँधलाई छेउबाट अर्को तर्फ सार्दै छ,a boy is moving his shoulders from side to side
98shpdib9sg_55_62 ,एउटा केटा नाचिरहेको छ,a boy is dancing
98shpdib9sg_55_62 ,एउटा केटाले केही डान्स स्टेप्स गरिरहेको छ,a boy is making some dance steps
98shpdib9sg_55_62 ,एक केटा आफ्नो काँध छेउमा छेउमा हल्लिरहेको छ,a boy is rocking his shoulders side to side
98shpdib9sg_55_62 ,एक युवक आफ्नो टाउको काँधबाट काँधमा सार्दै नाचिरहेको छ,a young man is dancing by moving his head from shoulder to shoulder
98shpdib9sg_55_62 ,एक जवान केटा क्यामेराको लागि सानो नृत्य गर्छ,a young guy does a little dance for the camera
98shpdib9sg_55_62 ,एक युवक नाचिरहेको छ,a young man is dancing
98shpdib9sg_55_62 ,लयबद्ध गतिमा आफ्नो टाउको र धड बिस्तारै सार्दा एक जना मानिसले आफ्नो काँध हल्लाउँदै,a man shrugs his shoulders as he moves his head and torso gently in a rhythmic motion
98shpdib9sg_55_62 ,एक किशोर उमेर केटा नृत्य गर्दैछ,a teen aged boy is doing a dance
98shpdib9sg_55_62 ,केटा क्यामेराको लागि नाच्यो,the boy danced for the camera
98shpdib9sg_55_62 ,केटाले काँध हल्लाउँदै छ,the boy is shrugging his shoulders
98shpdib9sg_55_62 ,एउटा केटा नाचिरहेको छ,a boy is dancing
98shpdib9sg_55_62 ,केटाले आफ्नो काँधमा केही नृत्य चालहरू गर्यो,the boy did some dance moves with his shoulders
98shpdib9sg_55_62 ,एक केटा नाच्दै,a boy dancing
98shpdib9sg_55_62 ,एउटा केटा नाचिरहेको छ,a boy is dancing
98shpdib9sg_55_62 ,एक केटा उच्च विद्यालय कार्यक्रम अभ्यास गर्दैछ,a boy is practicing high school programme
98shpdib9sg_55_62 ,एक केटा नृत्यको लागि डेमो देखाउँदै छ,a boy is showing demo for a dance
98shpdib9sg_55_62 ,एउटा केटा कोठामा उभिरहेको छ,a boy is standing in the room
98shpdib9sg_55_62 ,केटाले आफ्नो काँध पछाडि र चौथो हल्लाउँछ,a guy shakes his shoulders back and fourth
98shpdib9sg_55_62 ,सावधानी उच्च विद्यालय प्रोम,caution high school prom
98shpdib9sg_55_62 ,एउटा केटा केही भन्दै,one boy saying something
98shpdib9sg_55_62 ,एउटा केटा आफ्नो कोठामा नाच्दै बोल्छ,a boy dances and speaks in his room
98shpdib9sg_55_62 ,एक केटा नाच देखाउँदै,a boy demonstrates dancing
98shpdib9sg_55_62 ,एक केटा निर्देशन दिँदै,a boy giving instructions
98shpdib9sg_55_62 ,केटा एक्लै नाचिरहेको छ,a boy is dancing alone
98shpdib9sg_55_62 ,एउटा केटा नाचिरहेको छ,a boy is dancing
98shpdib9sg_55_62 ,एउटा केटा नाचिरहेको छ,a boy is dancing
98shpdib9sg_55_62 ,एउटा केटा नाचिरहेको छ,a boy is dancing
98shpdib9sg_55_62 ,एक केटा नृत्य चाल प्रदर्शन गर्दै छ,a boy is demonstrating dance moves
98shpdib9sg_55_62 ,एक केटा नृत्य अभ्यास गर्दैछ,a boy is doing dance practice
98shpdib9sg_55_62 ,एक केटा नृत्य गर्दैछ,a boy is performing dance
98shpdib9sg_55_62 ,एउटा केटा नाचिरहेको स्टेप देखाउँदै छ,a boy is showing dancing steps
98shpdib9sg_55_62 ,एउटा केटा कुरा गरिरहेको छ र यताउता हल्लिरहेको छ,a boy is talking and rocking back and forth
98shpdib9sg_55_62 ,एक केटाले आफ्नो शरीरलाई सांगीतिक लयमा सार्दै,a boy moving his body in musical rhythm
